1er lot;Code commune;Code departement;Code postal;Code type local;Code voie;Commune;Date mutation;Nature mutation;No disposition;No plan;No voie;Nombre de lots;Nombre pieces principales;Prefixe de section;Section;Surface reelle bati;Type de voie;Type local;Valeur fonciere;Voie;Annee
99;52;94;94130;3;6120;NOGENT-SUR-MARNE;05/03/2018;Vente;1;147;2;1;0;;B;0;AV;Dépendance;222000;DU MARECHAL FAYOLLE;2018
126;52;94;94130;2;6120;NOGENT-SUR-MARNE;05/03/2018;Vente;1;147;2;2;3;;B;59;AV;Appartement;222000;DU MARECHAL FAYOLLE;2018
1548;52;94;94130;3;4726;NOGENT-SUR-MARNE;01/03/2018;Vente;1;106;7;1;0;;Y;0;RUE;Dépendance;28000;JEAN GUY LABARBE;2018
1560;52;94;94130;3;4726;NOGENT-SUR-MARNE;02/03/2018;Vente;1;106;9;1;0;;Y;0;RUE;Dépendance;300000;JEAN GUY LABARBE;2018
1051;52;94;94130;2;4726;NOGENT-SUR-MARNE;02/03/2018;Vente;1;106;9;2;2;;Y;53;RUE;Appartement;300000;JEAN GUY LABARBE;2018
78;52;94;94130;3;4180;NOGENT-SUR-MARNE;02/03/2018;Vente;1;21;21;1;0;;AB;0;;Dépendance;310000;GR  RUE CHARLES DE GAULLE;2018
186;52;94;94130;2;4180;NOGENT-SUR-MARNE;02/03/2018;Vente;1;21;21;2;2;;AB;39;;Appartement;310000;GR  RUE CHARLES DE GAULLE;2018
49;52;94;94130;2;5050;NOGENT-SUR-MARNE;27/02/2018;Vente;1;217;12;1;2;;AK;49;AV;Appartement;202500;KLEBER;2018
15;52;94;94130;2;7130;NOGENT-SUR-MARNE;07/03/2018;Vente;1;61;48;2;2;;J;48;RUE;Appartement;284250;PAUL BERT;2018
;52;94;94130;1;1410;NOGENT-SUR-MARNE;01/03/2018;Vente;1;35;66;0;5;;AC;123;RUE;Maison;740000;CARNOT;2018
410;52;94;94130;2;7176;NOGENT-SUR-MARNE;01/03/2018;Vente;1;64;37;1;3;;AJ;77;RUE;Appartement;150000;DU PORT;2018
2058;52;94;94130;3;4450;NOGENT-SUR-MARNE;01/03/2018;Vente;1;64;4;1;0;;AJ;0;RUE;Dépendance;150000;HOCHE;2018
223;52;94;94130;2;4110;NOGENT-SUR-MARNE;05/03/2018;Vente;1;91;8;1;2;;G;46;BD;Appartement;316500;GALLIENI;2018
360;52;94;94130;3;3180;NOGENT-SUR-MARNE;05/03/2018;Vente;1;91;11;1;0;;G;0;RUE;Dépendance;316500;EUGENE GALBRUN;2018
;52;94;94130;1;4190;NOGENT-SUR-MARNE;05/03/2018;Vente;3;385;35;0;3;;K;76;RUE;Maison;550000;GUILLAUME ACHILLE VIVIER;2018
;52;94;94130;;4190;NOGENT-SUR-MARNE;05/03/2018;Vente;3;387;35;0;;;K;;RUE;;550000;GUILLAUME ACHILLE VIVIER;2018
28;52;94;94130;3;4750;NOGENT-SUR-MARNE;14/03/2018;Vente;1;391;3;1;0;;AE;0;RUE;Dépendance;245500;DU JEU DE PAUME;2018
19;52;94;94130;2;4180;NOGENT-SUR-MARNE;14/03/2018;Vente;1;391;100;1;2;;AE;46;;Appartement;245500;GR  RUE CHARLES DE GAULLE;2018
358;52;94;94130;3;7125;NOGENT-SUR-MARNE;08/03/2018;Vente;1;144;6;1;0;;AG;0;RUE;Dépendance;600000;PASTEUR;2018
104;52;94;94130;2;7125;NOGENT-SUR-MARNE;08/03/2018;Vente;1;144;6;2;4;;AG;103;RUE;Appartement;600000;PASTEUR;2018
51;52;94;94130;2;4115;NOGENT-SUR-MARNE;16/03/2018;Vente;1;147;78;2;3;;O;72;BD;Appartement;335000;GAMBETTA;2018
77;52;94;94130;3;4115;NOGENT-SUR-MARNE;16/03/2018;Vente;1;147;78;1;0;;O;0;BD;Dépendance;335000;GAMBETTA;2018
7;52;94;94130;2;4105;NOGENT-SUR-MARNE;13/03/2018;Vente;1;12;4;1;3;;AB;55;RUE;Appartement;474050;GABRIEL PERI;2018
101;52;94;94130;2;4180;NOGENT-SUR-MARNE;26/02/2018;Vente;1;8;35;2;2;;AB;39;;Appartement;198000;GR  RUE CHARLES DE GAULLE;2018
127;52;94;94130;2;6160;NOGENT-SUR-MARNE;16/03/2018;Vente;1;55;1;2;3;;T;89;AV;Appartement;595000;DES MARRONNIERS;2018
95;52;94;94130;3;8545;NOGENT-SUR-MARNE;16/03/2018;Vente;1;55;15;1;0;;T;0;AV;Dépendance;595000;DE LA SOURCE;2018
;52;94;94130;1;0075;NOGENT-SUR-MARNE;22/03/2018;Vente;1;83;12;0;3;;AI;95;RUE;Maison;814995;AUGUSTE PECHINEZ;2018
106;52;94;94130;2;4180;NOGENT-SUR-MARNE;09/03/2018;Vente;1;151;180;3;3;;AH;69;;Appartement;359000;GR  RUE CHARLES DE GAULLE;2018
58020;52;94;94130;2;6160;NOGENT-SUR-MARNE;15/03/2018;Vente en l'état futur d'achèvement;1;29;;1;4;;R;81;AV;Appartement;571000;DES MARRONNIERS;2018
11088;52;94;94130;3;1430;NOGENT-SUR-MARNE;15/03/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;571000;CHARLES V;2018
11099;52;94;94130;3;1430;NOGENT-SUR-MARNE;15/03/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;571000;CHARLES V;2018
369;52;94;94130;3;3180;NOGENT-SUR-MARNE;19/03/2018;Vente;1;91;11;1;0;;G;0;RUE;Dépendance;540000;EUGENE GALBRUN;2018
105;52;94;94130;2;3180;NOGENT-SUR-MARNE;19/03/2018;Vente;1;91;15;2;4;;G;92;RUE;Appartement;540000;EUGENE GALBRUN;2018
110;52;94;94130;3;4115;NOGENT-SUR-MARNE;28/03/2018;Vente;1;152;38;1;0;;O;0;BD;Dépendance;192000;GAMBETTA;2018
34;52;94;94130;2;4115;NOGENT-SUR-MARNE;28/03/2018;Vente;1;152;38;2;1;;O;30;BD;Appartement;192000;GAMBETTA;2018
58026;52;94;94130;2;6160;NOGENT-SUR-MARNE;14/03/2018;Vente en l'état futur d'achèvement;1;29;;1;3;;R;68;AV;Appartement;514000;DES MARRONNIERS;2018
11081;52;94;94130;3;1430;NOGENT-SUR-MARNE;14/03/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;514000;CHARLES V;2018
;52;94;94130;1;4190;NOGENT-SUR-MARNE;12/03/2018;Vente;1;384;35;0;4;;K;95;RUE;Maison;685000;GUILLAUME ACHILLE VIVIER;2018
;52;94;94130;;4190;NOGENT-SUR-MARNE;12/03/2018;Vente;1;386;35;0;;;K;;RUE;;685000;GUILLAUME ACHILLE VIVIER;2018
210;52;94;94130;;3150;NOGENT-SUR-MARNE;09/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;310000;EMILE ZOLA;2018
158;52;94;94130;;3150;NOGENT-SUR-MARNE;09/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;310000;EMILE ZOLA;2018
;52;94;94130;1;0634;NOGENT-SUR-MARNE;15/03/2018;Vente;1;74;49;0;6;;Z;160;;Maison;1077000;ILE DE BEAUTE;2018
18;52;94;94130;2;7165;NOGENT-SUR-MARNE;12/03/2018;Vente en l'état futur d'achèvement;1;56;7;1;2;;B;44;AV;Appartement;297400;POLTON;2018
57;52;94;94130;3;7165;NOGENT-SUR-MARNE;12/03/2018;Vente en l'état futur d'achèvement;1;56;7;1;0;;B;0;AV;Dépendance;297400;POLTON;2018
32;52;94;94130;2;5165;NOGENT-SUR-MARNE;12/03/2018;Vente;1;27;9;2;1;;G;13;RUE;Appartement;86000;LIEUTENANT OHRESSER;2018
429;52;94;94130;3;7125;NOGENT-SUR-MARNE;13/03/2018;Vente;1;144;6;1;0;;AG;0;RUE;Dépendance;20000;PASTEUR;2018
58017;52;94;94130;2;6160;NOGENT-SUR-MARNE;23/03/2018;Vente en l'état futur d'achèvement;1;29;;1;2;;R;41;AV;Appartement;308000;DES MARRONNIERS;2018
11053;52;94;94130;3;1430;NOGENT-SUR-MARNE;23/03/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;308000;CHARLES V;2018
30;52;94;94130;3;4750;NOGENT-SUR-MARNE;14/03/2018;Vente;1;391;3;1;0;;AE;0;RUE;Dépendance;390000;DU JEU DE PAUME;2018
7;52;94;94130;2;4750;NOGENT-SUR-MARNE;14/03/2018;Vente;1;391;3;1;3;;AE;63;RUE;Appartement;390000;DU JEU DE PAUME;2018
62;52;94;94130;2;4180;NOGENT-SUR-MARNE;30/03/2018;Vente;1;36;171;2;4;;F;80;;Appartement;518200;GR  RUE CHARLES DE GAULLE;2018
1;52;94;94130;2;3180;NOGENT-SUR-MARNE;03/04/2018;Vente;1;91;11;2;1;;G;32;RUE;Appartement;140000;EUGENE GALBRUN;2018
345;52;94;94130;3;3180;NOGENT-SUR-MARNE;03/04/2018;Vente;1;91;11;1;0;;G;0;RUE;Dépendance;140000;EUGENE GALBRUN;2018
58;52;94;94130;2;7150;NOGENT-SUR-MARNE;16/03/2018;Vente;1;2;28;1;2;;E;60;RUE;Appartement;160000;DE PLAISANCE;2018
64;52;94;94130;3;7150;NOGENT-SUR-MARNE;16/03/2018;Vente;1;2;28;1;0;;E;0;RUE;Dépendance;160000;DE PLAISANCE;2018
60;52;94;94130;2;8560;NOGENT-SUR-MARNE;19/03/2018;Vente;1;184;39;1;2;;M;45;BD;Appartement;301000;DE STRASBOURG;2018
242;52;94;94130;3;8560;NOGENT-SUR-MARNE;19/03/2018;Vente;1;184;39;1;0;;M;0;BD;Dépendance;301000;DE STRASBOURG;2018
17;52;94;94130;2;4760;NOGENT-SUR-MARNE;16/03/2018;Vente;1;75;26;2;1;;T;37;AV;Appartement;187000;DE JOINVILLE;2018
114;52;94;94130;2;4110;NOGENT-SUR-MARNE;04/04/2018;Vente;1;49;13;2;3;;I;62;BD;Appartement;356000;GALLIENI;2018
99;52;94;94130;3;6148;NOGENT-SUR-MARNE;23/03/2018;Vente;1;35;3;1;0;;F;0;RUE;Dépendance;23000;DU MARECHAL VAILLANT;2018
14;52;94;94130;2;2510;NOGENT-SUR-MARNE;19/03/2018;Vente;1;104;5;2;3;;AG;50;RUE;Appartement;240000;DAGOBERT;2018
139;52;94;94130;2;1435;NOGENT-SUR-MARNE;28/03/2018;Vente;1;144;17;2;4;;AG;113;RUE;Appartement;842800;CHARLES VII;2018
373;52;94;94130;3;7125;NOGENT-SUR-MARNE;28/03/2018;Vente;1;144;6;1;0;;AG;0;RUE;Dépendance;842800;PASTEUR;2018
372;52;94;94130;3;7125;NOGENT-SUR-MARNE;28/03/2018;Vente;1;144;6;1;0;;AG;0;RUE;Dépendance;842800;PASTEUR;2018
47;52;94;94130;2;3560;NOGENT-SUR-MARNE;16/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;4;;J;82;RUE;Appartement;570000;DU FORT;2018
126;52;94;94130;3;3560;NOGENT-SUR-MARNE;16/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;570000;DU FORT;2018
127;52;94;94130;3;3560;NOGENT-SUR-MARNE;16/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;570000;DU FORT;2018
121;52;94;94130;4;3560;NOGENT-SUR-MARNE;16/03/2018;Vente en l'état futur d'achèvement;1;42;3;2;0;;J;90;RUE;Local industriel. commercial ou assimilé;205000;DU FORT;2018
16;52;94;94130;3;4115;NOGENT-SUR-MARNE;06/04/2018;Vente;1;151;62;1;0;;O;0;BD;Dépendance;690000;GAMBETTA;2018
7;52;94;94130;3;4115;NOGENT-SUR-MARNE;06/04/2018;Vente;1;151;62;1;0;;O;0;BD;Dépendance;690000;GAMBETTA;2018
106;52;94;94130;2;4115;NOGENT-SUR-MARNE;06/04/2018;Vente;1;151;62;3;5;;O;110;BD;Appartement;690000;GAMBETTA;2018
1;52;94;94130;2;9625;NOGENT-SUR-MARNE;20/03/2018;Vente;1;188;5;1;4;;AK;79;RUE;Appartement;327000;DU VIADUC;2018
58005;52;94;94130;2;6160;NOGENT-SUR-MARNE;19/03/2018;Vente en l'état futur d'achèvement;1;29;;1;2;;R;44;AV;Appartement;329000;DES MARRONNIERS;2018
11032;52;94;94130;3;1430;NOGENT-SUR-MARNE;19/03/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;329000;CHARLES V;2018
2;52;94;94130;4;8560;NOGENT-SUR-MARNE;10/04/2018;Vente;1;115;147;2;0;;D;146;BD;Local industriel. commercial ou assimilé;210000;DE STRASBOURG;2018
173;52;94;94130;4;4110;NOGENT-SUR-MARNE;27/03/2018;Vente;1;135;22;1;0;;H;60;BD;Local industriel. commercial ou assimilé;176000;GALLIENI;2018
1051;52;94;94130;3;7135;NOGENT-SUR-MARNE;29/03/2018;Vente;1;116;4;1;0;;AD;0;RUE;Dépendance;540000;PAUL DOUMER;2018
1052;52;94;94130;3;7135;NOGENT-SUR-MARNE;29/03/2018;Vente;1;116;4;1;0;;AD;0;RUE;Dépendance;540000;PAUL DOUMER;2018
1026;52;94;94130;2;7135;NOGENT-SUR-MARNE;29/03/2018;Vente;1;116;4;2;1;;AD;88;RUE;Appartement;540000;PAUL DOUMER;2018
;52;94;94130;1;3580;NOGENT-SUR-MARNE;30/03/2018;Vente;1;74;21;0;5;;X;116;RUE;Maison;1090000;FRANKLIN ROOSEVELT;2018
40;52;94;94130;3;0640;NOGENT-SUR-MARNE;23/03/2018;Vente;1;54;32;1;0;;R;0;AV;Dépendance;120000;DE LA BELLE GABRIELLE;2018
96;52;94;94130;2;8545;NOGENT-SUR-MARNE;23/03/2018;Vente;1;54;2;2;1;;R;29;AV;Appartement;120000;DE LA SOURCE;2018
;52;94;94130;1;0634;NOGENT-SUR-MARNE;06/04/2018;Vente;1;145;18;0;6;;AC;200;;Maison;1170000;ILE DE BEAUTE;2018
;52;94;94130;;0633;NOGENT-SUR-MARNE;06/04/2018;Vente;1;164;;0;;;AC;;CHE;;1170000;DE L ILE DE BEAUTE;2018
106;52;94;94130;2;4180;NOGENT-SUR-MARNE;05/04/2018;Vente;1;8;35;2;2;;AB;34;;Appartement;215000;GR  RUE CHARLES DE GAULLE;2018
7;52;94;94130;2;1435;NOGENT-SUR-MARNE;06/04/2018;Vente;1;120;13;1;2;;AG;51;RUE;Appartement;306700;CHARLES VII;2018
13;52;94;94130;3;7150;NOGENT-SUR-MARNE;20/03/2018;Vente;1;32;8;1;0;;F;0;RUE;Dépendance;21000;DE PLAISANCE;2018
35;52;94;94130;2;8560;NOGENT-SUR-MARNE;23/03/2018;Vente;1;57;25;1;1;;Q;21;BD;Appartement;90000;DE STRASBOURG;2018
34;52;94;94130;2;8560;NOGENT-SUR-MARNE;23/03/2018;Vente;1;57;25;1;2;;Q;21;BD;Appartement;90000;DE STRASBOURG;2018
1010;52;94;94130;2;6696;NOGENT-SUR-MARNE;21/03/2018;Vente;1;338;6;2;2;;AE;51;PL;Appartement;298300;NUNGESSER ET COLI;2018
11140;52;94;94130;3;1430;NOGENT-SUR-MARNE;13/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;862000;CHARLES V;2018
437;52;94;94130;2;1430;NOGENT-SUR-MARNE;13/04/2018;Vente en l'état futur d'achèvement;1;128;;1;5;;Y;115;AV;Appartement;862000;CHARLES V;2018
11141;52;94;94130;3;1430;NOGENT-SUR-MARNE;13/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;862000;CHARLES V;2018
7;52;94;94130;2;0610;NOGENT-SUR-MARNE;04/04/2018;Vente;1;29;8;1;2;;N;31;RUE;Appartement;193000;DE BAPAUME;2018
11043;52;94;94130;3;1430;NOGENT-SUR-MARNE;13/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;515000;CHARLES V;2018
410;52;94;94130;2;1430;NOGENT-SUR-MARNE;13/04/2018;Vente en l'état futur d'achèvement;1;128;;1;3;;Y;72;AV;Appartement;515000;CHARLES V;2018
58036;52;94;94130;2;6160;NOGENT-SUR-MARNE;17/04/2018;Vente en l'état futur d'achèvement;1;29;;1;3;;R;68;AV;Appartement;520000;DES MARRONNIERS;2018
11104;52;94;94130;3;1430;NOGENT-SUR-MARNE;17/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;520000;CHARLES V;2018
1;52;94;94130;2;4110;NOGENT-SUR-MARNE;18/04/2018;Vente;1;97;32;2;3;;I;72;BD;Appartement;500000;GALLIENI;2018
11;52;94;94130;3;4110;NOGENT-SUR-MARNE;18/04/2018;Vente;1;97;32;1;0;;I;0;BD;Dépendance;500000;GALLIENI;2018
37;52;94;94130;3;6140;NOGENT-SUR-MARNE;23/04/2018;Vente;1;99;7;1;0;;D;0;AV;Dépendance;249000;MARECHAL MAUNOURY;2018
67;52;94;94130;2;6140;NOGENT-SUR-MARNE;23/04/2018;Vente;1;99;7;1;2;;D;47;AV;Appartement;249000;MARECHAL MAUNOURY;2018
34;52;94;94130;3;9915;NOGENT-SUR-MARNE;18/04/2018;Vente en l'état futur d'achèvement;1;93;8;1;0;;Y;0;AV;Dépendance;9000;WATTEAU;2018
10;52;94;94130;2;9915;NOGENT-SUR-MARNE;18/04/2018;Vente en l'état futur d'achèvement;1;93;8;1;2;;Y;44;AV;Appartement;330000;WATTEAU;2018
2;52;94;94130;2;0025;NOGENT-SUR-MARNE;10/04/2018;Vente;1;1;42;1;2;;M;43;RUE;Appartement;233000;AMIRAL COURBET;2018
420;52;94;94130;2;1430;NOGENT-SUR-MARNE;18/04/2018;Vente en l'état futur d'achèvement;1;128;;1;3;;Y;72;AV;Appartement;507300;CHARLES V;2018
11112;52;94;94130;3;1430;NOGENT-SUR-MARNE;18/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;507300;CHARLES V;2018
409;52;94;94130;2;3555;NOGENT-SUR-MARNE;13/04/2018;Vente;1;146;111;2;3;;O;57;RUE;Appartement;330500;DE FONTENAY;2018
140;52;94;94130;2;4450;NOGENT-SUR-MARNE;03/04/2018;Vente;1;62;8;1;4;;AJ;83;RUE;Appartement;463000;HOCHE;2018
179;52;94;94130;3;4450;NOGENT-SUR-MARNE;03/04/2018;Vente;1;62;8;1;0;;AJ;0;RUE;Dépendance;463000;HOCHE;2018
76;52;94;94130;3;9130;NOGENT-SUR-MARNE;05/04/2018;Vente;1;108;54;1;0;;I;0;RUE;Dépendance;298800;THEODORE HONORE;2018
5;52;94;94130;2;9130;NOGENT-SUR-MARNE;05/04/2018;Vente;1;108;54;1;3;;I;57;RUE;Appartement;298800;THEODORE HONORE;2018
117;52;94;94130;2;4180;NOGENT-SUR-MARNE;18/04/2018;Vente;1;8;35;3;4;;AB;75;;Appartement;414610;GR  RUE CHARLES DE GAULLE;2018
331;52;94;94130;2;7150;NOGENT-SUR-MARNE;29/03/2018;Vente;1;153;73;2;2;;C;54;RUE;Appartement;270000;DE PLAISANCE;2018
446;52;94;94130;3;7150;NOGENT-SUR-MARNE;29/03/2018;Vente;1;153;73;1;0;;C;0;RUE;Dépendance;270000;DE PLAISANCE;2018
156;52;94;94130;;3150;NOGENT-SUR-MARNE;28/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;725000;EMILE ZOLA;2018
233;52;94;94130;;3150;NOGENT-SUR-MARNE;28/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;725000;EMILE ZOLA;2018
170;52;94;94130;;3150;NOGENT-SUR-MARNE;28/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;725000;EMILE ZOLA;2018
232;52;94;94130;;3150;NOGENT-SUR-MARNE;28/03/2018;Vente en l'état futur d'achèvement;1;147;27;1;;;M;;RUE;;725000;EMILE ZOLA;2018
111;52;94;94130;3;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;379363;DU FORT;2018
43;52;94;94130;2;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;3;;J;55;RUE;Appartement;379363;DU FORT;2018
489;52;94;94130;3;4745;NOGENT-SUR-MARNE;29/03/2018;Vente;1;393;1;1;0;;AE;0;RUE;Dépendance;391000;DU JEU DE L ARC;2018
206;52;94;94130;2;4430;NOGENT-SUR-MARNE;29/03/2018;Vente;1;393;14;2;3;;AE;64;RUE;Appartement;391000;DES HEROS NOGENTAIS;2018
28;52;94;94130;2;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;3;;J;54;RUE;Appartement;383000;DU FORT;2018
124;52;94;94130;3;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;383000;DU FORT;2018
22;52;94;94130;2;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;3;;J;57;RUE;Appartement;217520;DU FORT;2018
167;52;94;94130;3;3560;NOGENT-SUR-MARNE;30/03/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;217520;DU FORT;2018
17;52;94;94130;2;4180;NOGENT-SUR-MARNE;05/04/2018;Vente;1;7;124;1;3;;AG;35;;Appartement;300000;GR  RUE CHARLES DE GAULLE;2018
5;52;94;94130;2;4180;NOGENT-SUR-MARNE;05/04/2018;Vente;1;7;124;1;2;;AG;36;;Appartement;300000;GR  RUE CHARLES DE GAULLE;2018
16;52;94;94130;2;4180;NOGENT-SUR-MARNE;05/04/2018;Vente;1;7;124;2;2;;AG;31;;Appartement;300000;GR  RUE CHARLES DE GAULLE;2018
56;52;94;94130;2;3147;NOGENT-SUR-MARNE;06/04/2018;Vente;1;113;2;2;1;;D;25;ALL;Appartement;124000;DES EPIVANS;2018
94;52;94;94130;3;3560;NOGENT-SUR-MARNE;05/04/2018;Vente en l'état futur d'achèvement;1;42;3;1;0;;J;0;RUE;Dépendance;17000;DU FORT;2018
115;52;94;94130;3;8545;NOGENT-SUR-MARNE;06/04/2018;Vente;1;57;1;1;0;;R;0;AV;Dépendance;563000;DE LA SOURCE;2018
36;52;94;94130;2;8545;NOGENT-SUR-MARNE;06/04/2018;Vente;1;57;1;2;3;;R;81;AV;Appartement;563000;DE LA SOURCE;2018
11;52;94;94130;2;6160;NOGENT-SUR-MARNE;04/04/2018;Vente;1;46;18;2;2;;P;49;AV;Appartement;170968;DES MARRONNIERS;2018
;52;94;94130;1;9915;NOGENT-SUR-MARNE;20/04/2018;Vente;1;61;4;0;6;;Y;142;AV;Maison;576055;WATTEAU;2018
315;52;94;94130;2;4180;NOGENT-SUR-MARNE;20/04/2018;Vente;1;189;46;2;2;;AB;36;;Appartement;235000;GR  RUE CHARLES DE GAULLE;2018
668;52;94;94130;2;6190;NOGENT-SUR-MARNE;30/04/2018;Vente;1;143;2;1;3;;AD;68;RUE;Appartement;140000;DE LA MUETTE;2018
139;52;94;94130;3;6190;NOGENT-SUR-MARNE;30/04/2018;Vente;1;143;2;2;0;;AD;0;RUE;Dépendance;140000;DE LA MUETTE;2018
23;52;94;94130;2;0025;NOGENT-SUR-MARNE;25/04/2018;Vente;1;157;41;2;2;;K;35;RUE;Appartement;97151,72;AMIRAL COURBET;2018
50;52;94;94130;2;8560;NOGENT-SUR-MARNE;20/04/2018;Vente;1;116;107;1;1;;J;36;BD;Appartement;215590;DE STRASBOURG;2018
34;52;94;94130;3;8560;NOGENT-SUR-MARNE;20/04/2018;Vente;1;116;107;1;0;;J;0;BD;Dépendance;215590;DE STRASBOURG;2018
23;52;94;94130;2;8560;NOGENT-SUR-MARNE;06/04/2018;Vente;1;59;23;1;2;;Q;64;BD;Appartement;241500;DE STRASBOURG;2018
151;52;94;94130;3;7176;NOGENT-SUR-MARNE;10/04/2018;Vente;1;297;1;1;0;;AI;0;RUE;Dépendance;540000;DU PORT;2018
21;52;94;94130;2;7176;NOGENT-SUR-MARNE;10/04/2018;Vente;1;297;1;2;4;;AI;89;RUE;Appartement;540000;DU PORT;2018
135;52;94;94130;2;6160;NOGENT-SUR-MARNE;16/04/2018;Vente;1;55;1;2;1;;T;17;AV;Appartement;127358;DES MARRONNIERS;2018
1;52;94;94130;4;4199;NOGENT-SUR-MARNE;20/04/2018;Vente;1;32;10;4;0;;I;35;RUE;Local industriel. commercial ou assimilé;535000;GUY MOQUET;2018
8;52;94;94130;3;4199;NOGENT-SUR-MARNE;20/04/2018;Vente;1;32;10;1;0;;I;0;RUE;Dépendance;535000;GUY MOQUET;2018
12;52;94;94130;3;4199;NOGENT-SUR-MARNE;20/04/2018;Vente;1;32;10;1;0;;I;0;RUE;Dépendance;535000;GUY MOQUET;2018
5;52;94;94130;2;4199;NOGENT-SUR-MARNE;20/04/2018;Vente;1;32;10;2;2;;I;50;RUE;Appartement;535000;GUY MOQUET;2018
10;52;94;94130;2;4199;NOGENT-SUR-MARNE;20/04/2018;Vente;1;32;10;2;2;;I;50;RUE;Appartement;535000;GUY MOQUET;2018
11;52;94;94130;2;4115;NOGENT-SUR-MARNE;19/04/2018;Vente;1;99;2;2;4;;Q;90;BD;Appartement;545000;GAMBETTA;2018
322;52;94;94130;3;8560;NOGENT-SUR-MARNE;19/04/2018;Vente;1;107;1;1;0;;Q;0;BD;Dépendance;545000;DE STRASBOURG;2018
112;52;94;94130;2;6120;NOGENT-SUR-MARNE;18/04/2018;Vente;1;154;5;2;4;;C;85;AV;Appartement;388000;DU MARECHAL FAYOLLE;2018
80;52;94;94130;3;6120;NOGENT-SUR-MARNE;18/04/2018;Vente;1;154;5;1;0;;C;0;AV;Dépendance;388000;DU MARECHAL FAYOLLE;2018
;52;94;94130;1;3555;NOGENT-SUR-MARNE;25/04/2018;Vente;1;72;67;0;6;;O;160;RUE;Maison;855000;DE FONTENAY;2018
19;52;94;94130;2;1435;NOGENT-SUR-MARNE;11/04/2018;Vente;1;13;3;1;2;;AG;40;RUE;Appartement;145000;CHARLES VII;2018
204;52;94;94130;3;8855;NOGENT-SUR-MARNE;18/04/2018;Vente;1;326;9;1;0;;AE;0;RUE;Dépendance;279000;SAINT SEBASTIEN;2018
14;52;94;94130;2;7130;NOGENT-SUR-MARNE;18/04/2018;Vente;1;365;10;2;2;;AE;48;RUE;Appartement;279000;PAUL BERT;2018
83;52;94;94130;3;4760;NOGENT-SUR-MARNE;12/04/2018;Vente;1;16;57;1;0;;V;0;AV;Dépendance;235000;DE JOINVILLE;2018
31;52;94;94130;2;4760;NOGENT-SUR-MARNE;12/04/2018;Vente;1;16;57;2;2;;V;45;AV;Appartement;235000;DE JOINVILLE;2018
;52;94;94130;1;7120;NOGENT-SUR-MARNE;13/04/2018;Vente;1;182;69;0;6;;K;114;RUE;Maison;630000;PARMENTIER;2018
58097;52;94;94130;2;6160;NOGENT-SUR-MARNE;26/04/2018;Vente en l'état futur d'achèvement;1;29;;1;4;;R;60;AV;Appartement;359090,06;DES MARRONNIERS;2018
11023;52;94;94130;3;1430;NOGENT-SUR-MARNE;26/04/2018;Vente en l'état futur d'achèvement;1;128;;1;0;;Y;0;AV;Dépendance;359090,06;CHARLES V;2018
1;52;94;94130;2;0035;NOGENT-SUR-MARNE;20/04/2018;Vente;1;81;32;2;4;;L;136;RUE;Appartement;1179950;ANDRE PONTIER;2018
28;52;94;94130;3;0035;NOGENT-SUR-MARNE;20/04/2018;Vente;1;81;32;1;0;;L;0;RUE;Dépendance;1179950;ANDRE PONTIER;2018
