1er lot;Code commune;Code departement;Code postal;Code type local;Code voie;Commune;Date mutation;Nature mutation;No disposition;No plan;No voie;Nombre de lots;Nombre pieces principales;Prefixe de section;Section;Surface reelle bati;Type de voie;Type local;Valeur fonciere;Voie;Annee
92;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;3;1;0;;F;12;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
114;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;3;1;0;;F;12;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
14;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;5;3;0;;F;1385;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
123;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;5;1;0;;F;12;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
122;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;3;1;0;;F;12;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
95;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;3;1;0;;F;12;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
4;52;94;94130;4;4731;NOGENT-SUR-MARNE;02/12/2021;Vente;1;162;3;1;0;;F;649;RUE;Local industriel. commercial ou assimilé;14100000;JEAN MONNET;2021
612;52;94;94130;3;6190;NOGENT-SUR-MARNE;14/12/2021;Vente;1;143;2;2;0;;AD;0;RUE;Dépendance;140000;DE LA MUETTE;2021
612;52;94;94130;2;6190;NOGENT-SUR-MARNE;14/12/2021;Vente;1;143;2;2;2;;AD;50;RUE;Appartement;140000;DE LA MUETTE;2021
102;52;94;94130;3;8560;NOGENT-SUR-MARNE;17/12/2021;Vente;1;24;10;1;0;;AB;0;BD;Dépendance;22500;DE STRASBOURG;2021
111;52;94;94130;2;8545;NOGENT-SUR-MARNE;07/01/2021;Vente;1;116;59;1;1;;U;13;AV;Appartement;65000;DE LA SOURCE;2021
67;52;94;94130;2;7130;NOGENT-SUR-MARNE;08/01/2021;Vente;1;179;30;1;2;;I;35;RUE;Appartement;242000;PAUL BERT;2021
58;52;94;94130;3;7130;NOGENT-SUR-MARNE;08/01/2021;Vente;1;179;30;1;0;;I;0;RUE;Dépendance;242000;PAUL BERT;2021
13;52;94;94130;2;6148;NOGENT-SUR-MARNE;08/01/2021;Vente;1;35;3;2;2;;F;45;RUE;Appartement;314000;DU MARECHAL VAILLANT;2021
23;52;94;94130;2;0640;NOGENT-SUR-MARNE;22/01/2021;Vente;1;12;55;2;1;;U;32;AV;Appartement;231000;DE LA BELLE GABRIELLE;2021
17;52;94;94130;2;8545;NOGENT-SUR-MARNE;20/01/2021;Vente;1;109;51;2;3;;U;78;AV;Appartement;490000;DE LA SOURCE;2021
41;52;94;94130;3;4760;NOGENT-SUR-MARNE;20/01/2021;Vente;1;109;36;1;0;;U;0;AV;Dépendance;490000;DE JOINVILLE;2021
;52;94;94130;1;9640;NOGENT-SUR-MARNE;12/01/2021;Vente;1;198;10;0;7;;K;80;RUE;Maison;765000;DES VISELETS;2021
667;52;94;94130;3;1430;NOGENT-SUR-MARNE;04/01/2021;Vente;1;70;36;1;0;;T;0;AV;Dépendance;470000;CHARLES V;2021
604;52;94;94130;2;4726;NOGENT-SUR-MARNE;04/01/2021;Vente;1;70;15;2;3;;T;67;RUE;Appartement;470000;JEAN GUY LABARBE;2021
16;52;94;94130;2;8545;NOGENT-SUR-MARNE;08/01/2021;Vente;1;55;15;2;4;;T;134;AV;Appartement;810000;DE LA SOURCE;2021
83;52;94;94130;3;8545;NOGENT-SUR-MARNE;08/01/2021;Vente;1;55;15;1;0;;T;0;AV;Dépendance;810000;DE LA SOURCE;2021
4;52;94;94130;1;8840;NOGENT-SUR-MARNE;06/01/2021;Vente;1;210;6;1;4;;M;98;RUE;Maison;684000;DE SAINT QUENTIN;2021
14;52;94;94130;2;9130;NOGENT-SUR-MARNE;08/01/2021;Vente;1;77;81;2;2;;J;22;RUE;Appartement;220000;THEODORE HONORE;2021
